driver_id,trip_number,start_node,goal_node,route_taken,total_trip_time,total_distance,average_speed,average_stress
Base_70,5,H,D,HC->CJ->JD,71.0,442.08,35.14,0.2783
Base_29,8,C,A,CB->BA,24.0,308.11,48.33,0.02
Base_34,7,J,D,JD,29.0,180.28,25.77,0.48
Base_40,7,I,C,IH->HC,39.0,269.92,25.51,0.4867
Base_75,3,D,G,DA->AB->BG,96.0,466.23,30.94,0.3721
Base_16,7,J,B,JC->CB,23.0,300.0,49.13,0.0104
Base_50,5,G,I,GF->FE->EI,68.0,457.65,39.93,0.1918
Base_1,8,H,A,HB->BA,26.0,299.54,42.5,0.1238
Base_27,9,A,B,AB,36.0,158.11,25.43,0.4887
Base_28,11,I,J,IJ,13.0,158.11,45.77,0.0508
Base_74,4,D,G,DA->AB->BG,78.0,466.23,27.31,0.4421
Base_20,9,J,F,JC->CH->HF,36.0,419.92,45.42,0.0706
Base_76,7,I,D,IJ->JD,57.0,338.39,38.86,0.214
Base_15,9,G,E,GF->FE,33.0,299.54,34.24,0.3097
Base_49,4,E,H,EF->FH,24.0,316.23,49.17,0.01
Base_32,6,G,F,GF,11.0,141.42,46.36,0.0491
Base_78,3,E,D,EI->IJ->JD,68.0,496.51,32.19,0.3497
Base_68,8,F,E,FE,22.0,158.11,25.91,0.4764
Base_9,7,G,C,GB->BC,25.0,308.11,46.6,0.0408
Base_16,8,B,H,BH,11.0,141.42,50.0,0.0
Base_35,5,C,G,CB->BG,59.0,308.11,40.42,0.1847
Base_40,8,C,B,CB,12.0,150.0,45.83,0.05
Base_54,8,J,B,JC->CB,25.0,300.0,44.6,0.0696
Base_75,4,G,F,GF,12.0,141.42,45.83,0.06
Base_4,6,F,D,FH->HC->CJ->JD,88.0,600.19,36.36,0.2436
Base_44,8,E,G,EF->FG,23.0,299.54,49.13,0.0104
Base_41,8,J,B,JC->CB,25.0,300.0,44.4,0.0744
Base_53,5,F,C,FH->HC,33.0,269.92,39.39,0.2055
Base_58,10,B,E,BH->HF->FE,59.0,457.65,31.61,0.3637
Base_66,7,E,C,EI->IH->HC,66.0,428.03,27.06,0.4463
Base_27,10,B,C,BC,12.0,150.0,46.67,0.045
Base_28,12,J,I,JI,12.0,158.11,50.0,0.0
Base_61,7,I,C,IH->HC,47.0,269.92,29.41,0.3876
Base_14,9,C,E,CH->HF->FE,72.0,428.03,33.68,0.3125
Base_26,8,F,B,FG->GB,23.0,299.54,50.0,0.0
Base_38,7,H,J,HC->CJ,34.0,261.8,28.53,0.4224
Base_21,10,C,I,CH->HI,21.0,269.92,50.0,0.0
Base_46,8,J,G,JC->CB->BG,51.0,458.11,37.35,0.2373
Base_47,7,E,J,EI->IJ,25.0,316.23,48.4,0.0216
Base_79,7,H,E,HF->FE,46.0,316.23,27.27,0.4464
Base_45,6,D,F,DJ->JC->CH->HF,47.0,600.19,47.98,0.0255
Base_8,8,I,C,IH->HC,32.0,269.92,31.25,0.3519
Base_30,8,D,H,DJ->JC->CH,36.0,442.08,45.28,0.0878
Base_68,9,E,F,EF,12.0,158.11,48.75,0.015
Base_40,9,B,H,BH,11.0,141.42,50.0,0.0
Base_77,6,D,G,DA->AB->BG,89.0,466.23,26.36,0.4645
