timestamp,road_id,vehicle_count,current_speed_kmh,density,stress_level
0.0,BA,1,50.0,0.2,0.0
0.0,AB,5,25.0,1.0,0.5
0.0,AD,2,50.0,0.4,0.0
0.0,DA,3,45.0,0.6,0.06
0.0,BG,4,35.0,0.8,0.24
0.0,GB,2,50.0,0.4,0.0
0.0,GF,3,45.0,0.6,0.06
0.0,FG,2,50.0,0.4,0.0
0.0,BC,1,50.0,0.2,0.0
0.0,CB,1,50.0,0.2,0.0
0.0,BH,2,50.0,0.4,0.0
0.0,HB,3,45.0,0.6,0.06
0.0,FE,0,50.0,0.0,0.0
0.0,EF,5,25.0,1.0,0.5
0.0,FH,5,25.0,1.0,0.5
0.0,HF,1,50.0,0.2,0.0
0.0,EI,5,25.0,1.0,0.5
0.0,IE,2,50.0,0.4,0.0
0.0,HI,2,50.0,0.4,0.0
0.0,IH,4,35.0,0.8,0.24
0.0,HC,1,50.0,0.2,0.0
0.0,CH,5,25.0,1.0,0.5
0.0,IJ,3,45.0,0.6,0.06
0.0,JI,1,50.0,0.2,0.0
0.0,CJ,0,50.0,0.0,0.0
0.0,JC,5,25.0,1.0,0.5
0.0,DJ,5,25.0,1.0,0.5
0.0,JD,2,50.0,0.4,0.0
60.0,BA,3,45.0,0.6,0.06
60.0,AB,5,25.0,1.0,0.5
60.0,AD,2,50.0,0.4,0.0
60.0,DA,0,50.0,0.0,0.0
60.0,BG,5,25.0,1.0,0.5
60.0,GB,5,25.0,1.0,0.5
60.0,GF,0,50.0,0.0,0.0
60.0,FG,0,50.0,0.0,0.0
60.0,BC,0,50.0,0.0,0.0
60.0,CB,3,45.0,0.6,0.06
60.0,BH,1,50.0,0.2,0.0
60.0,HB,5,25.0,1.0,0.5
60.0,FE,1,50.0,0.2,0.0
60.0,EF,1,50.0,0.2,0.0
60.0,FH,4,35.0,0.8,0.24
60.0,HF,2,50.0,0.4,0.0
60.0,EI,0,50.0,0.0,0.0
60.0,IE,0,50.0,0.0,0.0
60.0,HI,2,50.0,0.4,0.0
60.0,IH,5,25.0,1.0,0.5
60.0,HC,2,50.0,0.4,0.0
60.0,CH,1,50.0,0.2,0.0
60.0,IJ,3,45.0,0.6,0.06
60.0,JI,3,45.0,0.6,0.06
60.0,CJ,5,25.0,1.0,0.5
60.0,JC,1,50.0,0.2,0.0
60.0,DJ,5,25.0,1.0,0.5
60.0,JD,5,25.0,1.0,0.5
120.0,BA,4,35.0,0.8,0.24
120.0,AB,2,50.0,0.4,0.0
120.0,AD,1,50.0,0.2,0.0
120.0,DA,2,50.0,0.4,0.0
120.0,BG,5,25.0,1.0,0.5
120.0,GB,2,50.0,0.4,0.0
120.0,GF,0,50.0,0.0,0.0
120.0,FG,1,50.0,0.2,0.0
120.0,BC,2,50.0,0.4,0.0
120.0,CB,0,50.0,0.0,0.0
120.0,BH,2,50.0,0.4,0.0
120.0,HB,5,25.0,1.0,0.5
120.0,FE,5,25.0,1.0,0.5
120.0,EF,2,50.0,0.4,0.0
120.0,FH,4,35.0,0.8,0.24
120.0,HF,2,50.0,0.4,0.0
120.0,EI,2,50.0,0.4,0.0
120.0,IE,2,50.0,0.4,0.0
120.0,HI,0,50.0,0.0,0.0
120.0,IH,4,35.0,0.8,0.24
120.0,HC,1,50.0,0.2,0.0
120.0,CH,2,50.0,0.4,0.0
120.0,IJ,2,50.0,0.4,0.0
120.0,JI,3,45.0,0.6,0.06
120.0,CJ,5,25.0,1.0,0.5
120.0,JC,1,50.0,0.2,0.0
120.0,DJ,5,25.0,1.0,0.5
120.0,JD,4,35.0,0.8,0.24
180.0,BA,2,50.0,0.4,0.0
180.0,AB,5,25.0,1.0,0.5
180.0,AD,1,50.0,0.2,0.0
180.0,DA,5,25.0,1.0,0.5
180.0,BG,5,25.0,1.0,0.5
180.0,GB,4,35.0,0.8,0.24
180.0,GF,2,50.0,0.4,0.0
180.0,FG,0,50.0,0.0,0.0
180.0,BC,1,50.0,0.2,0.0
180.0,CB,1,50.0,0.2,0.0
180.0,BH,2,50.0,0.4,0.0
180.0,HB,3,45.0,0.6,0.06
180.0,FE,5,25.0,1.0,0.5
180.0,EF,0,50.0,0.0,0.0
180.0,FH,2,50.0,0.4,0.0
180.0,HF,5,25.0,1.0,0.5
180.0,EI,5,25.0,1.0,0.5
180.0,IE,1,50.0,0.2,0.0
180.0,HI,1,50.0,0.2,0.0
180.0,IH,1,50.0,0.2,0.0
180.0,HC,1,50.0,0.2,0.0
180.0,CH,2,50.0,0.4,0.0
180.0,IJ,2,50.0,0.4,0.0
180.0,JI,1,50.0,0.2,0.0
180.0,CJ,5,25.0,1.0,0.5
180.0,JC,5,25.0,1.0,0.5
180.0,DJ,1,50.0,0.2,0.0
180.0,JD,5,25.0,1.0,0.5
240.0,BA,1,50.0,0.2,0.0
240.0,AB,5,25.0,1.0,0.5
240.0,AD,0,50.0,0.0,0.0
240.0,DA,5,25.0,1.0,0.5
240.0,BG,4,35.0,0.8,0.24
240.0,GB,1,50.0,0.2,0.0
240.0,GF,3,45.0,0.6,0.06
240.0,FG,2,50.0,0.4,0.0
240.0,BC,3,45.0,0.6,0.06
240.0,CB,3,45.0,0.6,0.06
240.0,BH,1,50.0,0.2,0.0
240.0,HB,5,25.0,1.0,0.5
240.0,FE,5,25.0,1.0,0.5
240.0,EF,1,50.0,0.2,0.0
240.0,FH,1,50.0,0.2,0.0
240.0,HF,3,45.0,0.6,0.06
240.0,EI,1,50.0,0.2,0.0
240.0,IE,0,50.0,0.0,0.0
240.0,HI,0,50.0,0.0,0.0
240.0,IH,5,25.0,1.0,0.5
240.0,HC,5,25.0,1.0,0.5
240.0,CH,2,50.0,0.4,0.0
240.0,IJ,2,50.0,0.4,0.0
240.0,JI,0,50.0,0.0,0.0
240.0,CJ,3,45.0,0.6,0.06
240.0,JC,2,50.0,0.4,0.0
240.0,DJ,3,45.0,0.6,0.06
240.0,JD,5,25.0,1.0,0.5
300.0,BA,5,25.0,1.0,0.5
300.0,AB,5,25.0,1.0,0.5
300.0,AD,1,50.0,0.2,0.0
300.0,DA,5,25.0,1.0,0.5
300.0,BG,5,25.0,1.0,0.5
300.0,GB,3,45.0,0.6,0.06
300.0,GF,2,50.0,0.4,0.0
300.0,FG,1,50.0,0.2,0.0
300.0,BC,0,50.0,0.0,0.0
300.0,CB,2,50.0,0.4,0.0
300.0,BH,0,50.0,0.0,0.0
300.0,HB,2,50.0,0.4,0.0
300.0,FE,5,25.0,1.0,0.5
300.0,EF,4,35.0,0.8,0.24
300.0,FH,1,50.0,0.2,0.0
300.0,HF,3,45.0,0.6,0.06
300.0,EI,2,50.0,0.4,0.0
300.0,IE,1,50.0,0.2,0.0
300.0,HI,0,50.0,0.0,0.0
300.0,IH,3,45.0,0.6,0.06
300.0,HC,5,25.0,1.0,0.5
300.0,CH,1,50.0,0.2,0.0
300.0,IJ,1,50.0,0.2,0.0
300.0,JI,2,50.0,0.4,0.0
300.0,CJ,4,35.0,0.8,0.24
300.0,JC,1,50.0,0.2,0.0
300.0,DJ,5,25.0,1.0,0.5
300.0,JD,3,45.0,0.6,0.06
360.0,BA,5,25.0,1.0,0.5
360.0,AB,5,25.0,1.0,0.5
360.0,AD,2,50.0,0.4,0.0
360.0,DA,5,25.0,1.0,0.5
360.0,BG,0,50.0,0.0,0.0
360.0,GB,5,25.0,1.0,0.5
360.0,GF,2,50.0,0.4,0.0
360.0,FG,1,50.0,0.2,0.0
360.0,BC,2,50.0,0.4,0.0
360.0,CB,1,50.0,0.2,0.0
360.0,BH,4,35.0,0.8,0.24
360.0,HB,2,50.0,0.4,0.0
360.0,FE,2,50.0,0.4,0.0
360.0,EF,5,25.0,1.0,0.5
360.0,FH,2,50.0,0.4,0.0
360.0,HF,1,50.0,0.2,0.0
360.0,EI,2,50.0,0.4,0.0
360.0,IE,3,45.0,0.6,0.06
360.0,HI,2,50.0,0.4,0.0
360.0,IH,2,50.0,0.4,0.0
360.0,HC,0,50.0,0.0,0.0
360.0,CH,3,45.0,0.6,0.06
360.0,IJ,2,50.0,0.4,0.0
360.0,JI,1,50.0,0.2,0.0
360.0,CJ,2,50.0,0.4,0.0
360.0,JC,4,35.0,0.8,0.24
360.0,DJ,1,50.0,0.2,0.0
360.0,JD,4,35.0,0.8,0.24
420.0,BA,5,25.0,1.0,0.5
420.0,AB,5,25.0,1.0,0.5
420.0,AD,2,50.0,0.4,0.0
420.0,DA,2,50.0,0.4,0.0
420.0,BG,5,25.0,1.0,0.5
420.0,GB,5,25.0,1.0,0.5
420.0,GF,1,50.0,0.2,0.0
420.0,FG,1,50.0,0.2,0.0
420.0,BC,3,45.0,0.6,0.06
420.0,CB,1,50.0,0.2,0.0
420.0,BH,3,45.0,0.6,0.06
420.0,HB,3,45.0,0.6,0.06
420.0,FE,4,35.0,0.8,0.24
420.0,EF,1,50.0,0.2,0.0
420.0,FH,1,50.0,0.2,0.0
420.0,HF,4,35.0,0.8,0.24
420.0,EI,3,45.0,0.6,0.06
420.0,IE,1,50.0,0.2,0.0
420.0,HI,0,50.0,0.0,0.0
420.0,IH,1,50.0,0.2,0.0
420.0,HC,4,35.0,0.8,0.24
420.0,CH,2,50.0,0.4,0.0
420.0,IJ,2,50.0,0.4,0.0
420.0,JI,0,50.0,0.0,0.0
420.0,CJ,2,50.0,0.4,0.0
420.0,JC,5,25.0,1.0,0.5
420.0,DJ,3,45.0,0.6,0.06
420.0,JD,1,50.0,0.2,0.0
480.0,BA,1,50.0,0.2,0.0
480.0,AB,5,25.0,1.0,0.5
480.0,AD,1,50.0,0.2,0.0
480.0,DA,5,25.0,1.0,0.5
480.0,BG,4,35.0,0.8,0.24
480.0,GB,5,25.0,1.0,0.5
480.0,GF,1,50.0,0.2,0.0
480.0,FG,1,50.0,0.2,0.0
480.0,BC,0,50.0,0.0,0.0
480.0,CB,1,50.0,0.2,0.0
480.0,BH,2,50.0,0.4,0.0
480.0,HB,2,50.0,0.4,0.0
480.0,FE,5,25.0,1.0,0.5
480.0,EF,1,50.0,0.2,0.0
480.0,FH,5,25.0,1.0,0.5
480.0,HF,5,25.0,1.0,0.5
480.0,EI,1,50.0,0.2,0.0
480.0,IE,0,50.0,0.0,0.0
480.0,HI,0,50.0,0.0,0.0
480.0,IH,1,50.0,0.2,0.0
480.0,HC,1,50.0,0.2,0.0
480.0,CH,5,25.0,1.0,0.5
480.0,IJ,1,50.0,0.2,0.0
480.0,JI,0,50.0,0.0,0.0
480.0,CJ,4,35.0,0.8,0.24
480.0,JC,4,35.0,0.8,0.24
480.0,DJ,5,25.0,1.0,0.5
480.0,JD,1,50.0,0.2,0.0
540.0,BA,3,45.0,0.6,0.06
540.0,AB,5,25.0,1.0,0.5
540.0,AD,0,50.0,0.0,0.0
540.0,DA,2,50.0,0.4,0.0
540.0,BG,5,25.0,1.0,0.5
540.0,GB,5,25.0,1.0,0.5
540.0,GF,1,50.0,0.2,0.0
540.0,FG,2,50.0,0.4,0.0
540.0,BC,5,25.0,1.0,0.5
540.0,CB,1,50.0,0.2,0.0
540.0,BH,3,45.0,0.6,0.06
540.0,HB,4,35.0,0.8,0.24
540.0,FE,5,25.0,1.0,0.5
540.0,EF,2,50.0,0.4,0.0
540.0,FH,3,45.0,0.6,0.06
540.0,HF,5,25.0,1.0,0.5
540.0,EI,1,50.0,0.2,0.0
540.0,IE,1,50.0,0.2,0.0
540.0,HI,1,50.0,0.2,0.0
540.0,IH,3,45.0,0.6,0.06
540.0,HC,2,50.0,0.4,0.0
540.0,CH,2,50.0,0.4,0.0
540.0,IJ,1,50.0,0.2,0.0
540.0,JI,1,50.0,0.2,0.0
540.0,CJ,5,25.0,1.0,0.5
540.0,JC,1,50.0,0.2,0.0
540.0,DJ,1,50.0,0.2,0.0
540.0,JD,0,50.0,0.0,0.0
600.0,BA,2,50.0,0.4,0.0
600.0,AB,5,25.0,1.0,0.5
600.0,AD,3,45.0,0.6,0.06
600.0,DA,0,50.0,0.0,0.0
600.0,BG,5,25.0,1.0,0.5
600.0,GB,2,50.0,0.4,0.0
600.0,GF,3,45.0,0.6,0.06
600.0,FG,2,50.0,0.4,0.0
600.0,BC,4,35.0,0.8,0.24
600.0,CB,5,25.0,1.0,0.5
600.0,BH,2,50.0,0.4,0.0
600.0,HB,5,25.0,1.0,0.5
600.0,FE,3,45.0,0.6,0.06
600.0,EF,5,25.0,1.0,0.5
600.0,FH,1,50.0,0.2,0.0
600.0,HF,5,25.0,1.0,0.5
600.0,EI,0,50.0,0.0,0.0
600.0,IE,0,50.0,0.0,0.0
600.0,HI,1,50.0,0.2,0.0
600.0,IH,1,50.0,0.2,0.0
600.0,HC,1,50.0,0.2,0.0
600.0,CH,1,50.0,0.2,0.0
600.0,IJ,1,50.0,0.2,0.0
600.0,JI,3,45.0,0.6,0.06
600.0,CJ,2,50.0,0.4,0.0
600.0,JC,5,25.0,1.0,0.5
600.0,DJ,2,50.0,0.4,0.0
600.0,JD,0,50.0,0.0,0.0
660.0,BA,3,45.0,0.6,0.06
660.0,AB,4,35.0,0.8,0.24
660.0,AD,1,50.0,0.2,0.0
660.0,DA,1,50.0,0.2,0.0
660.0,BG,5,25.0,1.0,0.5
660.0,GB,5,25.0,1.0,0.5
660.0,GF,3,45.0,0.6,0.06
660.0,FG,4,35.0,0.8,0.24
660.0,BC,0,50.0,0.0,0.0
660.0,CB,4,35.0,0.8,0.24
660.0,BH,1,50.0,0.2,0.0
660.0,HB,3,45.0,0.6,0.06
660.0,FE,5,25.0,1.0,0.5
660.0,EF,3,45.0,0.6,0.06
660.0,FH,3,45.0,0.6,0.06
660.0,HF,4,35.0,0.8,0.24
660.0,EI,2,50.0,0.4,0.0
660.0,IE,3,45.0,0.6,0.06
660.0,HI,2,50.0,0.4,0.0
660.0,IH,5,25.0,1.0,0.5
660.0,HC,3,45.0,0.6,0.06
660.0,CH,1,50.0,0.2,0.0
660.0,IJ,0,50.0,0.0,0.0
660.0,JI,0,50.0,0.0,0.0
660.0,CJ,5,25.0,1.0,0.5
660.0,JC,4,35.0,0.8,0.24
660.0,DJ,2,50.0,0.4,0.0
660.0,JD,1,50.0,0.2,0.0
720.0,BA,5,25.0,1.0,0.5
720.0,AB,5,25.0,1.0,0.5
720.0,AD,1,50.0,0.2,0.0
720.0,DA,2,50.0,0.4,0.0
720.0,BG,5,25.0,1.0,0.5
720.0,GB,5,25.0,1.0,0.5
720.0,GF,1,50.0,0.2,0.0
720.0,FG,2,50.0,0.4,0.0
720.0,BC,2,50.0,0.4,0.0
720.0,CB,1,50.0,0.2,0.0
720.0,BH,1,50.0,0.2,0.0
720.0,HB,4,35.0,0.8,0.24
720.0,FE,3,45.0,0.6,0.06
720.0,EF,3,45.0,0.6,0.06
720.0,FH,5,25.0,1.0,0.5
720.0,HF,5,25.0,1.0,0.5
720.0,EI,1,50.0,0.2,0.0
720.0,IE,0,50.0,0.0,0.0
720.0,HI,0,50.0,0.0,0.0
720.0,IH,3,45.0,0.6,0.06
720.0,HC,3,45.0,0.6,0.06
720.0,CH,2,50.0,0.4,0.0
720.0,IJ,2,50.0,0.4,0.0
720.0,JI,0,50.0,0.0,0.0
720.0,CJ,1,50.0,0.2,0.0
720.0,JC,2,50.0,0.4,0.0
720.0,DJ,1,50.0,0.2,0.0
720.0,JD,5,25.0,1.0,0.5
780.0,BA,0,50.0,0.0,0.0
780.0,AB,5,25.0,1.0,0.5
780.0,AD,1,50.0,0.2,0.0
780.0,DA,1,50.0,0.2,0.0
780.0,BG,5,25.0,1.0,0.5
780.0,GB,4,35.0,0.8,0.24
780.0,GF,1,50.0,0.2,0.0
780.0,FG,1,50.0,0.2,0.0
780.0,BC,1,50.0,0.2,0.0
780.0,CB,1,50.0,0.2,0.0
780.0,BH,5,25.0,1.0,0.5
780.0,HB,2,50.0,0.4,0.0
780.0,FE,5,25.0,1.0,0.5
780.0,EF,1,50.0,0.2,0.0
780.0,FH,3,45.0,0.6,0.06
780.0,HF,5,25.0,1.0,0.5
780.0,EI,1,50.0,0.2,0.0
780.0,IE,1,50.0,0.2,0.0
780.0,HI,1,50.0,0.2,0.0
780.0,IH,0,50.0,0.0,0.0
780.0,HC,2,50.0,0.4,0.0
780.0,CH,5,25.0,1.0,0.5
780.0,IJ,0,50.0,0.0,0.0
780.0,JI,2,50.0,0.4,0.0
780.0,CJ,0,50.0,0.0,0.0
780.0,JC,5,25.0,1.0,0.5
780.0,DJ,2,50.0,0.4,0.0
780.0,JD,2,50.0,0.4,0.0
840.0,BA,0,50.0,0.0,0.0
840.0,AB,5,25.0,1.0,0.5
840.0,AD,1,50.0,0.2,0.0
840.0,DA,3,45.0,0.6,0.06
840.0,BG,2,50.0,0.4,0.0
840.0,GB,3,45.0,0.6,0.06
840.0,GF,2,50.0,0.4,0.0
840.0,FG,0,50.0,0.0,0.0
840.0,BC,3,45.0,0.6,0.06
840.0,CB,0,50.0,0.0,0.0
840.0,BH,5,25.0,1.0,0.5
840.0,HB,4,35.0,0.8,0.24
840.0,FE,2,50.0,0.4,0.0
840.0,EF,2,50.0,0.4,0.0
840.0,FH,5,25.0,1.0,0.5
840.0,HF,5,25.0,1.0,0.5
840.0,EI,0,50.0,0.0,0.0
840.0,IE,4,35.0,0.8,0.24
840.0,HI,1,50.0,0.2,0.0
840.0,IH,1,50.0,0.2,0.0
840.0,HC,2,50.0,0.4,0.0
840.0,CH,5,25.0,1.0,0.5
840.0,IJ,4,35.0,0.8,0.24
840.0,JI,1,50.0,0.2,0.0
840.0,CJ,5,25.0,1.0,0.5
840.0,JC,2,50.0,0.4,0.0
840.0,DJ,1,50.0,0.2,0.0
840.0,JD,1,50.0,0.2,0.0
900.0,BA,5,25.0,1.0,0.5
900.0,AB,5,25.0,1.0,0.5
900.0,AD,2,50.0,0.4,0.0
900.0,DA,2,50.0,0.4,0.0
900.0,BG,5,25.0,1.0,0.5
900.0,GB,1,50.0,0.2,0.0
900.0,GF,1,50.0,0.2,0.0
900.0,FG,2,50.0,0.4,0.0
900.0,BC,1,50.0,0.2,0.0
900.0,CB,3,45.0,0.6,0.06
900.0,BH,1,50.0,0.2,0.0
900.0,HB,1,50.0,0.2,0.0
900.0,FE,2,50.0,0.4,0.0
900.0,EF,2,50.0,0.4,0.0
900.0,FH,5,25.0,1.0,0.5
900.0,HF,5,25.0,1.0,0.5
900.0,EI,4,35.0,0.8,0.24
900.0,IE,3,45.0,0.6,0.06
900.0,HI,1,50.0,0.2,0.0
900.0,IH,2,50.0,0.4,0.0
900.0,HC,2,50.0,0.4,0.0
900.0,CH,5,25.0,1.0,0.5
900.0,IJ,2,50.0,0.4,0.0
900.0,JI,3,45.0,0.6,0.06
900.0,CJ,2,50.0,0.4,0.0
900.0,JC,2,50.0,0.4,0.0
900.0,DJ,1,50.0,0.2,0.0
900.0,JD,5,25.0,1.0,0.5
960.0,BA,5,25.0,1.0,0.5
960.0,AB,4,35.0,0.8,0.24
960.0,AD,2,50.0,0.4,0.0
960.0,DA,2,50.0,0.4,0.0
960.0,BG,3,45.0,0.6,0.06
960.0,GB,4,35.0,0.8,0.24
960.0,GF,2,50.0,0.4,0.0
960.0,FG,0,50.0,0.0,0.0
960.0,BC,1,50.0,0.2,0.0
960.0,CB,1,50.0,0.2,0.0
960.0,BH,5,25.0,1.0,0.5
960.0,HB,2,50.0,0.4,0.0
960.0,FE,5,25.0,1.0,0.5
960.0,EF,0,50.0,0.0,0.0
960.0,FH,1,50.0,0.2,0.0
960.0,HF,5,25.0,1.0,0.5
960.0,EI,3,45.0,0.6,0.06
960.0,IE,1,50.0,0.2,0.0
960.0,HI,1,50.0,0.2,0.0
960.0,IH,3,45.0,0.6,0.06
960.0,HC,2,50.0,0.4,0.0
960.0,CH,5,25.0,1.0,0.5
960.0,IJ,2,50.0,0.4,0.0
960.0,JI,1,50.0,0.2,0.0
960.0,CJ,1,50.0,0.2,0.0
960.0,JC,4,35.0,0.8,0.24
960.0,DJ,5,25.0,1.0,0.5
960.0,JD,4,35.0,0.8,0.24
1020.0,BA,5,25.0,1.0,0.5
1020.0,AB,5,25.0,1.0,0.5
1020.0,AD,1,50.0,0.2,0.0
1020.0,DA,0,50.0,0.0,0.0
1020.0,BG,5,25.0,1.0,0.5
1020.0,GB,0,50.0,0.0,0.0
1020.0,GF,3,45.0,0.6,0.06
1020.0,FG,0,50.0,0.0,0.0
1020.0,BC,0,50.0,0.0,0.0
1020.0,CB,5,25.0,1.0,0.5
1020.0,BH,1,50.0,0.2,0.0
1020.0,HB,5,25.0,1.0,0.5
1020.0,FE,5,25.0,1.0,0.5
1020.0,EF,2,50.0,0.4,0.0
1020.0,FH,1,50.0,0.2,0.0
1020.0,HF,1,50.0,0.2,0.0
1020.0,EI,5,25.0,1.0,0.5
1020.0,IE,1,50.0,0.2,0.0
1020.0,HI,4,35.0,0.8,0.24
1020.0,IH,2,50.0,0.4,0.0
1020.0,HC,2,50.0,0.4,0.0
1020.0,CH,2,50.0,0.4,0.0
1020.0,IJ,1,50.0,0.2,0.0
1020.0,JI,2,50.0,0.4,0.0
1020.0,CJ,5,25.0,1.0,0.5
1020.0,JC,2,50.0,0.4,0.0
1020.0,DJ,5,25.0,1.0,0.5
1020.0,JD,5,25.0,1.0,0.5
1080.0,BA,3,45.0,0.6,0.06
1080.0,AB,5,25.0,1.0,0.5
1080.0,AD,0,50.0,0.0,0.0
1080.0,DA,2,50.0,0.4,0.0
1080.0,BG,5,25.0,1.0,0.5
1080.0,GB,3,45.0,0.6,0.06
1080.0,GF,0,50.0,0.0,0.0
1080.0,FG,2,50.0,0.4,0.0
1080.0,BC,0,50.0,0.0,0.0
1080.0,CB,5,25.0,1.0,0.5
1080.0,BH,2,50.0,0.4,0.0
1080.0,HB,5,25.0,1.0,0.5
1080.0,FE,2,50.0,0.4,0.0
1080.0,EF,3,45.0,0.6,0.06
1080.0,FH,2,50.0,0.4,0.0
1080.0,HF,2,50.0,0.4,0.0
1080.0,EI,4,35.0,0.8,0.24
1080.0,IE,0,50.0,0.0,0.0
1080.0,HI,1,50.0,0.2,0.0
1080.0,IH,1,50.0,0.2,0.0
1080.0,HC,0,50.0,0.0,0.0
1080.0,CH,2,50.0,0.4,0.0
1080.0,IJ,5,25.0,1.0,0.5
1080.0,JI,0,50.0,0.0,0.0
1080.0,CJ,5,25.0,1.0,0.5
1080.0,JC,5,25.0,1.0,0.5
1080.0,DJ,5,25.0,1.0,0.5
1080.0,JD,5,25.0,1.0,0.5
1140.0,BA,4,35.0,0.8,0.24
1140.0,AB,5,25.0,1.0,0.5
1140.0,AD,2,50.0,0.4,0.0
1140.0,DA,5,25.0,1.0,0.5
1140.0,BG,5,25.0,1.0,0.5
1140.0,GB,5,25.0,1.0,0.5
1140.0,GF,3,45.0,0.6,0.06
1140.0,FG,2,50.0,0.4,0.0
1140.0,BC,2,50.0,0.4,0.0
1140.0,CB,1,50.0,0.2,0.0
1140.0,BH,3,45.0,0.6,0.06
1140.0,HB,5,25.0,1.0,0.5
1140.0,FE,1,50.0,0.2,0.0
1140.0,EF,0,50.0,0.0,0.0
1140.0,FH,4,35.0,0.8,0.24
1140.0,HF,1,50.0,0.2,0.0
1140.0,EI,1,50.0,0.2,0.0
1140.0,IE,1,50.0,0.2,0.0
1140.0,HI,0,50.0,0.0,0.0
1140.0,IH,4,35.0,0.8,0.24
1140.0,HC,0,50.0,0.0,0.0
1140.0,CH,0,50.0,0.0,0.0
1140.0,IJ,0,50.0,0.0,0.0
1140.0,JI,1,50.0,0.2,0.0
1140.0,CJ,4,35.0,0.8,0.24
1140.0,JC,2,50.0,0.4,0.0
1140.0,DJ,5,25.0,1.0,0.5
1140.0,JD,2,50.0,0.4,0.0
1200.0,BA,0,50.0,0.0,0.0
1200.0,AB,5,25.0,1.0,0.5
1200.0,AD,0,50.0,0.0,0.0
1200.0,DA,5,25.0,1.0,0.5
1200.0,BG,4,35.0,0.8,0.24
1200.0,GB,0,50.0,0.0,0.0
1200.0,GF,3,45.0,0.6,0.06
1200.0,FG,2,50.0,0.4,0.0
1200.0,BC,1,50.0,0.2,0.0
1200.0,CB,2,50.0,0.4,0.0
1200.0,BH,3,45.0,0.6,0.06
1200.0,HB,5,25.0,1.0,0.5
1200.0,FE,4,35.0,0.8,0.24
1200.0,EF,1,50.0,0.2,0.0
1200.0,FH,4,35.0,0.8,0.24
1200.0,HF,5,25.0,1.0,0.5
1200.0,EI,1,50.0,0.2,0.0
1200.0,IE,1,50.0,0.2,0.0
1200.0,HI,0,50.0,0.0,0.0
1200.0,IH,4,35.0,0.8,0.24
1200.0,HC,2,50.0,0.4,0.0
1200.0,CH,1,50.0,0.2,0.0
1200.0,IJ,1,50.0,0.2,0.0
1200.0,JI,0,50.0,0.0,0.0
1200.0,CJ,4,35.0,0.8,0.24
1200.0,JC,5,25.0,1.0,0.5
1200.0,DJ,2,50.0,0.4,0.0
1200.0,JD,3,45.0,0.6,0.06
1260.0,BA,1,50.0,0.2,0.0
1260.0,AB,5,25.0,1.0,0.5
1260.0,AD,1,50.0,0.2,0.0
1260.0,DA,0,50.0,0.0,0.0
1260.0,BG,5,25.0,1.0,0.5
1260.0,GB,5,25.0,1.0,0.5
1260.0,GF,0,50.0,0.0,0.0
1260.0,FG,1,50.0,0.2,0.0
1260.0,BC,5,25.0,1.0,0.5
1260.0,CB,5,25.0,1.0,0.5
1260.0,BH,0,50.0,0.0,0.0
1260.0,HB,5,25.0,1.0,0.5
1260.0,FE,4,35.0,0.8,0.24
1260.0,EF,1,50.0,0.2,0.0
1260.0,FH,3,45.0,0.6,0.06
1260.0,HF,2,50.0,0.4,0.0
1260.0,EI,0,50.0,0.0,0.0
1260.0,IE,0,50.0,0.0,0.0
1260.0,HI,1,50.0,0.2,0.0
1260.0,IH,4,35.0,0.8,0.24
1260.0,HC,2,50.0,0.4,0.0
1260.0,CH,5,25.0,1.0,0.5
1260.0,IJ,0,50.0,0.0,0.0
1260.0,JI,0,50.0,0.0,0.0
1260.0,CJ,5,25.0,1.0,0.5
1260.0,JC,3,45.0,0.6,0.06
1260.0,DJ,1,50.0,0.2,0.0
1260.0,JD,2,50.0,0.4,0.0
1320.0,BA,1,50.0,0.2,0.0
1320.0,AB,5,25.0,1.0,0.5
1320.0,AD,1,50.0,0.2,0.0
1320.0,DA,0,50.0,0.0,0.0
1320.0,BG,5,25.0,1.0,0.5
1320.0,GB,5,25.0,1.0,0.5
1320.0,GF,0,50.0,0.0,0.0
1320.0,FG,2,50.0,0.4,0.0
1320.0,BC,2,50.0,0.4,0.0
1320.0,CB,3,45.0,0.6,0.06
1320.0,BH,1,50.0,0.2,0.0
1320.0,HB,5,25.0,1.0,0.5
1320.0,FE,2,50.0,0.4,0.0
1320.0,EF,1,50.0,0.2,0.0
1320.0,FH,2,50.0,0.4,0.0
1320.0,HF,4,35.0,0.8,0.24
1320.0,EI,0,50.0,0.0,0.0
1320.0,IE,0,50.0,0.0,0.0
1320.0,HI,1,50.0,0.2,0.0
1320.0,IH,5,25.0,1.0,0.5
1320.0,HC,4,35.0,0.8,0.24
1320.0,CH,2,50.0,0.4,0.0
1320.0,IJ,1,50.0,0.2,0.0
1320.0,JI,0,50.0,0.0,0.0
1320.0,CJ,5,25.0,1.0,0.5
1320.0,JC,2,50.0,0.4,0.0
1320.0,DJ,2,50.0,0.4,0.0
1320.0,JD,2,50.0,0.4,0.0
1380.0,BA,5,25.0,1.0,0.5
1380.0,AB,5,25.0,1.0,0.5
1380.0,AD,1,50.0,0.2,0.0
1380.0,DA,4,35.0,0.8,0.24
1380.0,BG,4,35.0,0.8,0.24
1380.0,GB,5,25.0,1.0,0.5
1380.0,GF,1,50.0,0.2,0.0
1380.0,FG,1,50.0,0.2,0.0
1380.0,BC,1,50.0,0.2,0.0
