driver_id,trip_number,start_node,goal_node,route_taken,total_trip_time,total_distance,average_speed,average_stress
LowFam_1,26,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,26,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,27,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,27,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,27,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,28,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,28,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,28,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,29,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,29,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,29,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,30,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,30,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,30,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,31,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,31,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,31,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,32,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,32,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,32,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,33,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,33,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,33,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,34,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,34,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,34,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,35,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,35,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,35,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
