driver_id,trip_number,start_node,goal_node,route_taken,total_trip_time,total_distance,average_speed,average_stress
Traffic_0,20,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,20,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,20,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,20,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,20,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,20,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,20,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,20,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,21,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,21,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,21,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,21,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,21,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,21,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,21,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,21,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,22,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,22,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,22,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,22,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,22,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,22,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,22,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,22,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,23,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,23,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,23,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,23,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,23,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,23,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,23,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,23,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,24,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,24,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,24,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,24,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,24,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,24,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,24,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,24,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,25,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,25,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,25,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,25,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,25,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,25,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,25,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,25,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,26,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,26,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,26,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,26,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,26,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,26,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,26,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,26,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,27,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,27,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,27,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,27,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
